Id,SalePrice
1461,127182.08
1462,151052.62
1463,193643.17
1464,176312.16
1465,201725.25
1466,166722.05
1467,167430.2
1468,167714.69
1469,177307.52
1470,120930.94
1471,190594.66
1472,95400.98
1473,106098.62
1474,156118.7
1475,122816.07
1476,427765.47
1477,256363.9
1478,315174.88
1479,278415.06
1480,448114.28
1481,343625.66
1482,206991.92
1483,175162.86
1484,160521.94
1485,168561.66
1486,204765.44
1487,369216.53
1488,221151.45
1489,216050.25
1490,210344.66
1491,196326.53
1492,95334.73
1493,195590.56
1494,291815.66
1495,280771.9
1496,211534.4
1497,179703.44
1498,158364.08
1499,156058.66
1500,153895.83
1501,180134.9
1502,147046.47
1503,289765.25
1504,239186.7
1505,216877.1
1506,198360.88
1507,242174.05
1508,207484.89
1509,163748.05
1510,144596.53
1511,142313.66
1512,182166.98
1513,162299.7
1514,158441.45
1515,197156.66
1516,159324.7
1517,161539.16
1518,133332.81
1519,233001.45
1520,135273.19
1521,134598.53
1522,157015.28
1523,109547.5
1524,126764.51
1525,121727.93
1526,112022.47
1527,118938.75
1528,143510.23
1529,143938.69
1530,171372.19
1531,132810.45
1532,101093.18
1533,139795.89
1534,130512.945
1535,175245.78
1536,115818.33
1537,85122.13
1538,184053.67
1539,190814.14
1540,108589.71
1541,154300.31
1542,140446.22
1543,209902.95
1544,88397.016
1545,98390.71
1546,120181.34
1547,139833.56
1548,142239.19
1549,132297.42
1550,138594.28
1551,110584.35
1552,155300.45
1553,147908.73
1554,123077.53
1555,162930.06
1556,80002.38
1557,120058.26
1558,95784.17
1559,105617.164
1560,127654.07
1561,157477.48
1562,129440.586
1563,120630.91
1564,155713.34
1565,141888.4
1566,228296.84
1567,75680.945
1568,214250.45
1569,169847.06
1570,132786.14
1571,131313.02
1572,152312.89
1573,236408.98
1574,96329.914
1575,215218.44
1576,209452.25
1577,209159.25
1578,166869.7
1579,137443.6
1580,195135.36
1581,140462.5
1582,131558.22
1583,340298.97
1584,233111.14
1585,142768.69
1586,70514.305
1587,94292.39
1588,156238.95
1589,111431.95
1590,141068.38
1591,108443.664
1592,114634.164
1593,121372.58
1594,131065.84
1595,116702.41
1596,253253.14
1597,169675.48
1598,186548.81
1599,202734.0
1600,192184.95
1601,72513.086
1602,114647.71
1603,102453.74
1604,277168.62
1605,240660.27
1606,155901.98
1607,171665.73
1608,222407.0
1609,197411.28
1610,155145.2
1611,139770.64
1612,156015.23
1613,146930.47
1614,135941.83
1615,85392.94
1616,69565.484
1617,91039.66
1618,130372.32
1619,130448.48
1620,143651.23
1621,127515.73
1622,142330.73
1623,342511.06
1624,236354.7
1625,106871.28
1626,170238.67
1627,179330.89
1628,265746.0
1629,177689.38
1630,360629.4
1631,221807.06
1632,240394.5
1633,163544.3
1634,183905.28
1635,185282.08
1636,155226.19
1637,180348.62
1638,191543.25
1639,182736.92
1640,253219.64
1641,171893.61
1642,215713.73
1643,241997.89
1644,233790.77
1645,205435.12
1646,160392.95
1647,152088.69
1648,126564.49
1649,133749.19
1650,111023.52
1651,120946.8
1652,94697.12
1653,96205.66
1654,160270.02
1655,133885.16
1656,146554.1
1657,158717.78
1658,149521.52
1659,127592.34
1660,152821.81
1661,455310.7
1662,386252.62
1663,390635.8
1664,518410.0
1665,305029.03
1666,323383.38
1667,368948.2
1668,337066.16
1669,317178.94
1670,331877.44
1671,270696.94
1672,442003.62
1673,313926.1
1674,242557.66
1675,186876.66
1676,188488.02
1677,214656.69
1678,459656.3
1679,363294.7
1680,343991.62
1681,266232.6
1682,308560.47
1683,175806.36
1684,175451.25
1685,177492.19
1686,168350.81
1687,164332.42
1688,193003.11
1689,196124.81
1690,188400.19
1691,173636.7
1692,249647.88
1693,165837.23
1694,186653.25
1695,171590.56
1696,249358.25
1697,173873.77
1698,327228.56
1699,348088.03
1700,239519.17
1701,258630.94
1702,230858.5
1703,252536.53
1704,297737.2
1705,225579.02
1706,494856.97
1707,233105.31
1708,217483.1
1709,286020.12
1710,208208.17
1711,256621.39
1712,257292.52
1713,256130.3
1714,232655.5
1715,206773.5
1716,191676.08
1717,181350.2
1718,141059.0
1719,207508.19
1720,249922.45
1721,178186.9
1722,123276.9
1723,152658.33
1724,218060.73
1725,233127.03
1726,189318.05
1727,168819.84
1728,183691.08
1729,163036.97
1730,169065.25
1731,124267.16
1732,137476.7
1733,116208.234
1734,127745.734
1735,128187.4
1736,120725.74
1737,297216.47
1738,217556.75
1739,252709.97
1740,198535.66
1741,216694.73
1742,176122.19
1743,176119.9
1744,300252.94
1745,237486.48
1746,222411.92
1747,207326.14
1748,206515.62
1749,154391.61
1750,140934.0
1751,225000.39
1752,121880.93
1753,139421.2
1754,210772.45
1755,164172.06
1756,124039.484
1757,126504.82
1758,143857.42
1759,163971.11
1760,159529.25
1761,143864.12
1762,174943.11
1763,178808.77
1764,117759.05
1765,182299.94
1766,183268.08
1767,210275.02
1768,141771.94
1769,147955.98
1770,141251.77
1771,121979.88
1772,142219.3
1773,154603.92
1774,139472.11
1775,131485.3
1776,114114.71
1777,121554.36
1778,129151.79
1779,115894.56
1780,185109.83
1781,138290.1
1782,94142.29
1783,131337.42
1784,98975.586
1785,117452.875
1786,149441.52
1787,175327.22
1788,59439.777
1789,117771.67
1790,88417.46
1791,202283.47
1792,150710.42
1793,135234.4
1794,146266.38
1795,137097.8
1796,126787.33
1797,108320.32
1798,126906.94
1799,127007.56
1800,119976.57
1801,120920.43
1802,147606.4
1803,167513.23
1804,140623.9
1805,141844.05
1806,121966.12
1807,143852.7
1808,121020.414
1809,106324.95
1810,142924.64
1811,103408.445
1812,113683.69
1813,128168.836
1814,105757.12
1815,53705.78
1816,94454.95
1817,124292.05
1818,122971.195
1819,115454.57
1820,85191.445
1821,121091.82
1822,149277.66
1823,55062.832
1824,139158.27
1825,120407.15
1826,97812.234
1827,101004.38
1828,138992.22
1829,126301.48
1830,171142.83
1831,188750.36
1832,101727.62
1833,127086.09
1834,122841.43
1835,153565.3
1836,124121.03
1837,94296.7
1838,129563.07
1839,76936.875
1840,165573.3
1841,146519.64
1842,72446.19
1843,131054.92
1844,143862.95
1845,117200.664
1846,161860.81
1847,144941.53
1848,57417.562
1849,125384.07
1850,124696.8
1851,151124.0
1852,141482.94
1853,138839.7
1854,167164.81
1855,132551.66
1856,227251.86
1857,185363.03
1858,139800.03
1859,128099.31
1860,144618.73
1861,128693.65
1862,307097.4
1863,304791.44
1864,304791.44
1865,323294.28
1866,328648.0
1867,244242.98
1868,337342.8
1869,202236.88
1870,227398.02
1871,241396.73
1872,170998.61
1873,246609.92
1874,138959.33
1875,201685.7
1876,203092.44
1877,210356.98
1878,220017.14
1879,130078.68
1880,136556.4
1881,238255.39
1882,260514.66
1883,199396.12
1884,202763.2
1885,237035.27
1886,319239.38
1887,205955.05
1888,269903.75
1889,164916.8
1890,139408.17
1891,146476.97
1892,109978.2
1893,130640.79
1894,130181.49
1895,136290.23
1896,129637.59
1897,117680.63
1898,108998.1
1899,131664.06
1900,158655.16
1901,179520.69
1902,125445.44
1903,219209.0
1904,155510.84
1905,185450.53
1906,167309.66
1907,210623.23
1908,126276.82
1909,142670.42
1910,128802.25
1911,192408.39
1912,237270.92
1913,164598.88
1914,84266.59
1915,351388.34
1916,71710.99
1917,259039.75
1918,136029.19
1919,160374.27
1920,150197.7
1921,427431.94
1922,322928.88
1923,203389.67
1924,219176.9
1925,214314.64
1926,363470.5
1927,137187.81
1928,156193.4
1929,133306.1
1930,121526.81
1931,131277.23
1932,136728.89
1933,181442.6
1934,184980.73
1935,170849.14
1936,182849.8
1937,176025.4
1938,162981.98
1939,243157.56
1940,209469.55
1941,169018.19
1942,177646.44
1943,196693.17
1944,351036.84
1945,369006.9
1946,141812.06
1947,286959.28
1948,181866.55
1949,219860.16
1950,186136.03
1951,248220.94
1952,237624.66
1953,164551.84
1954,208157.42
1955,126043.38
1956,267040.78
1957,156584.83
1958,318838.72
1959,130979.586
1960,121928.43
1961,115334.84
1962,89918.38
1963,103111.3
1964,101884.87
1965,151989.81
1966,141339.9
1967,282953.3
1968,467444.44
1969,396731.0
1970,502932.97
1971,433142.94
1972,344765.16
1973,267976.78
1974,338787.6
1975,504284.7
1976,270780.03
1977,328590.38
1978,382117.16
1979,373310.03
1980,192393.17
1981,329009.28
1982,237913.55
1983,222750.11
1984,153528.23
1985,220723.19
1986,194478.83
1987,178008.47
1988,172985.64
1989,203919.53
1990,222407.6
1991,217677.67
1992,214552.55
1993,175386.72
1994,239029.88
1995,185332.88
1996,241203.34
1997,301657.56
1998,289241.25
1999,257470.69
2000,310208.6
2001,248389.84
2002,229513.52
2003,237014.7
2004,265279.9
2005,222195.64
2006,232900.08
2007,256444.9
2008,216786.86
2009,186573.56
2010,196199.39
2011,138745.97
2012,181735.02
2013,181536.8
2014,191873.28
2015,205376.62
2016,186185.55
2017,207932.84
2018,137493.45
2019,130887.69
2020,113291.15
2021,111881.96
2022,178347.19
2023,149387.05
2024,261360.08
2025,353937.1
2026,175729.56
2027,148044.83
2028,152863.17
2029,171061.77
2030,259192.4
2031,243145.4
2032,255665.14
2033,262233.16
2034,159302.84
2035,210811.92
2036,183446.4
2037,183446.4
2038,288427.66
2039,207954.86
2040,356644.0
2041,282150.53
2042,219636.98
2043,172916.42
2044,180297.38
2045,210577.33
2046,131195.53
2047,155804.61
2048,138866.61
2049,130850.266
2050,179428.55
2051,107173.13
2052,129867.234
2053,148250.1
2054,86027.65
2055,185784.73
2056,133732.03
2057,122043.3
2058,238602.08
2059,119221.516
2060,180250.84
2061,168889.48
2062,130063.734
2063,122140.445
2064,138043.8
2065,121656.336
2066,184976.62
2067,109601.2
2068,134903.33
2069,95269.9
2070,125197.81
2071,95739.63
2072,126663.22
2073,136120.78
2074,172528.14
2075,141181.12
2076,105824.91
2077,146910.39
2078,126621.64
2079,125526.87
2080,123035.07
2081,114198.21
2082,131426.45
2083,144245.14
2084,114184.56
2085,126392.1
2086,121019.81
2087,112765.836
2088,96993.8
2089,76740.31
2090,133142.47
2091,125539.82
2092,147654.83
2093,138519.73
2094,131615.7
2095,144214.69
2096,91569.14
2097,110996.47
2098,132888.4
2099,57244.113
2100,88922.55
2101,122516.234
2102,144506.53
2103,101122.99
2104,117970.51
2105,107600.99
2106,82018.38
2107,241166.47
2108,124838.29
2109,112678.77
2110,138251.3
2111,128994.13
2112,129947.59
2113,126288.24
2114,104076.22
2115,158594.88
2116,127300.06
2117,149224.2
2118,114729.1
2119,100747.33
2120,109513.875
2121,118039.7
2122,97739.24
2123,101361.55
2124,159366.11
2125,130762.36
2126,159816.33
2127,152363.58
2128,126719.77
2129,110538.61
2130,141112.9
2131,167450.47
2132,123334.73
2133,133833.89
2134,119789.29
2135,116078.914
2136,69857.55
2137,117416.06
2138,138387.5
2139,152456.78
2140,139263.81
2141,152957.6
2142,129583.875
2143,148561.19
2144,106023.086
2145,136538.58
2146,140563.1
2147,158555.5
2148,133755.3
2149,135740.45
2150,218885.6
2151,115765.836
2152,190129.44
2153,159992.55
2154,114054.484
2155,124930.83
2156,240377.62
2157,218781.4
2158,255505.92
2159,244346.89
2160,165709.03
2161,250748.17
2162,483849.25
2163,334870.7
2164,245877.19
2165,186751.52
2166,144589.67
2167,215323.61
2168,215252.73
2169,195073.08
2170,219075.2
2171,144333.08
2172,127874.03
2173,156099.97
2174,231137.14
2175,320402.72
2176,315914.22
2177,254287.42
2178,213514.94
2179,142989.58
2180,230716.33
2181,179753.42
2182,227654.97
2183,199112.72
2184,132331.95
2185,135309.17
2186,161506.39
2187,163030.73
2188,169242.72
2189,211930.16
2190,88258.71
2191,97137.83
2192,100403.38
2193,95448.27
2194,97850.734
2195,108001.516
2196,103112.34
2197,117577.82
2198,153443.08
2199,175570.38
2200,128805.484
2201,128078.16
2202,205075.14
2203,145546.33
2204,197124.47
2205,113051.43
2206,141793.56
2207,210678.97
2208,228699.72
2209,178469.31
2210,129596.17
2211,110007.15
2212,116166.164
2213,107031.82
2214,128476.15
2215,108416.35
2216,145280.61
2217,89815.0
2218,81045.945
2219,67435.69
2220,79829.22
2221,351388.34
2222,231008.42
2223,269789.66
2224,204674.5
2225,138918.72
2226,176409.53
2227,194771.52
2228,259936.3
2229,248393.78
2230,154584.88
2231,213264.06
2232,165348.3
2233,175993.25
2234,226126.86
2235,192019.86
2236,279320.06
2237,377918.78
2238,204594.47
2239,103778.875
2240,155923.52
2241,167700.2
2242,129347.03
2243,128233.06
2244,102434.875
2245,100371.98
2246,151931.47
2247,104278.23
2248,129564.12
2249,125412.81
2250,138610.44
2251,134341.52
2252,171248.14
2253,163502.64
2254,175104.72
2255,188320.0
2256,185523.52
2257,199750.72
2258,175011.03
2259,170821.92
2260,143159.12
2261,188060.1
2262,192432.89
2263,354361.2
2264,357124.9
2265,188877.52
2266,288231.25
2267,407363.5
2268,413011.94
2269,160464.1
2270,180589.86
2271,226634.12
2272,191936.75
2273,165705.89
2274,162558.02
2275,160367.38
2276,163045.67
2277,206009.42
2278,147256.55
2279,131229.48
2280,126525.1
2281,169242.39
2282,178559.78
2283,104808.54
2284,109043.05
2285,135420.12
2286,132156.38
2287,333088.9
2288,262535.72
2289,417945.53
2290,481756.0
2291,340958.75
2292,433456.78
2293,498710.3
2294,408561.34
2295,463392.7
2296,314949.06
2297,312711.8
2298,325511.12
2299,416986.62
2300,339782.3
2301,290260.62
2302,230262.95
2303,244495.3
2304,231235.9
2305,191872.56
2306,192711.73
2307,195453.94
2308,205540.73
2309,279598.47
2310,227583.64
2311,182256.08
2312,171003.17
2313,174287.6
2314,176490.52
2315,173587.27
2316,180754.62
2317,171055.39
2318,175721.17
2319,176311.1
2320,189771.05
2321,228360.92
2322,166187.53
2323,175226.02
2324,167038.34
2325,222812.23
2326,160284.22
2327,221946.52
2328,226889.67
2329,179889.53
2330,168318.11
2331,393103.97
2332,447263.72
2333,315200.94
2334,259831.69
2335,243620.45
2336,320322.2
2337,206989.77
2338,259935.33
2339,222210.8
2340,383398.94
2341,202060.84
2342,229709.12
2343,220700.64
2344,227312.45
2345,230992.58
2346,223775.23
2347,199980.78
2348,239060.83
2349,148054.12
2350,270799.2
2351,242184.33
2352,242434.83
2353,225669.34
2354,128370.84
2355,164683.19
2356,147355.06
2357,194586.3
2358,190215.94
2359,137309.83
2360,117943.69
2361,148170.81
2362,269792.8
2363,142363.98
2364,167674.69
2365,215870.44
2366,178346.8
2367,209155.81
2368,214153.44
