Id,SalePrice
1461,121310.08
1462,139078.38
1463,175184.92
1464,198419.05
1465,199085.55
1466,178438.02
1467,177764.7
1468,170458.81
1469,178916.47
1470,123506.734
1471,207692.16
1472,94592.45
1473,90527.266
1474,165547.48
1475,140612.3
1476,386941.78
1477,246179.55
1478,304946.7
1479,251401.98
1480,488807.8
1481,347265.16
1482,204166.78
1483,164793.84
1484,170947.89
1485,161397.56
1486,199879.6
1487,348458.06
1488,214782.22
1489,215870.52
1490,223151.02
1491,189223.52
1492,98092.74
1493,184850.3
1494,296998.12
1495,295530.1
1496,215820.14
1497,181293.14
1498,162074.56
1499,160364.53
1500,170977.44
1501,192662.69
1502,150108.08
1503,297636.94
1504,248749.89
1505,211690.97
1506,183239.36
1507,239926.86
1508,195986.61
1509,162297.4
1510,139172.4
1511,138504.2
1512,168178.64
1513,143132.14
1514,178215.55
1515,211025.52
1516,160086.52
1517,159528.67
1518,130219.55
1519,207876.52
1520,138101.28
1521,136917.77
1522,167615.31
1523,112911.086
1524,114936.98
1525,122642.35
1526,123396.79
1527,95493.54
1528,134253.36
1529,139864.81
1530,182424.33
1531,116293.36
1532,108566.234
1533,157032.97
1534,125421.11
1535,160423.89
1536,116066.66
1537,67353.64
1538,183987.45
1539,203515.06
1540,90354.805
1541,150748.95
1542,144741.05
1543,229083.69
1544,72835.09
1545,103255.37
1546,132815.73
1547,151897.34
1548,140284.89
1549,105589.9
1550,138384.42
1551,119521.375
1552,137443.98
1553,142572.36
1554,108181.8
1555,169964.44
1556,100642.87
1557,106426.68
1558,88649.43
1559,99861.92
1560,165986.72
1561,136752.77
1562,134654.88
1563,127451.3
1564,152049.45
1565,162564.67
1566,227421.39
1567,69419.52
1568,238960.88
1569,144200.2
1570,127822.734
1571,121117.305
1572,147086.92
1573,262167.7
1574,125552.34
1575,226907.42
1576,253211.34
1577,201707.55
1578,136856.94
1579,146683.0
1580,196589.45
1581,153011.73
1582,126511.64
1583,353179.8
1584,249114.2
1585,138789.62
1586,71465.06
1587,95660.83
1588,145309.81
1589,97936.414
1590,146800.38
1591,108348.14
1592,128358.805
1593,127041.484
1594,113098.414
1595,114501.34
1596,237713.34
1597,169375.52
1598,167004.14
1599,222121.06
1600,203519.97
1601,79134.43
1602,108702.04
1603,92261.16
1604,281443.38
1605,247679.5
1606,171355.62
1607,175234.5
1608,208011.86
1609,195799.73
1610,160553.39
1611,144344.84
1612,163058.7
1613,159987.86
1614,148838.97
1615,89039.34
1616,79044.65
1617,92161.29
1618,124338.164
1619,140595.5
1620,145695.11
1621,126797.72
1622,155147.97
1623,318908.22
1624,221365.78
1625,123973.1
1626,163855.62
1627,188717.4
1628,304023.28
1629,185603.02
1630,335777.66
1631,215574.78
1632,248835.19
1633,171979.33
1634,188809.14
1635,181306.89
1636,168070.28
1637,165573.19
1638,217986.66
1639,167567.4
1640,259617.94
1641,178962.95
1642,230829.92
1643,231353.47
1644,242984.05
1645,204675.53
1646,177024.6
1647,176622.62
1648,131337.83
1649,147953.12
1650,115540.234
1651,128553.266
1652,94785.62
1653,102260.18
1654,154811.19
1655,164370.39
1656,155902.95
1657,157681.95
1658,156979.45
1659,150349.19
1660,151531.28
1661,503198.78
1662,422367.1
1663,349196.66
1664,451238.03
1665,311565.38
1666,344953.72
1667,395968.6
1668,325929.78
1669,284199.03
1670,321046.06
1671,274459.9
1672,450315.06
1673,318472.88
1674,250160.81
1675,181061.84
1676,191419.11
1677,219877.12
1678,411397.22
1679,349095.62
1680,311093.97
1681,284991.88
1682,307389.72
1683,190857.9
1684,166127.7
1685,172742.39
1686,159814.44
1687,170016.4
1688,191841.92
1689,189467.94
1690,183253.6
1691,179328.36
1692,246978.38
1693,162667.81
1694,186031.67
1695,167684.56
1696,272439.62
1697,170935.86
1698,403244.38
1699,327336.3
1700,239919.61
1701,266180.6
1702,262704.28
1703,241231.5
1704,312650.78
1705,249099.58
1706,425723.53
1707,212912.67
1708,212065.16
1709,285238.0
1710,244524.1
1711,263789.78
1712,201375.25
1713,239003.72
1714,216340.48
1715,213188.45
1716,207338.31
1717,189039.94
1718,136573.05
1719,202403.17
1720,261941.45
1721,180695.86
1722,142616.64
1723,158395.2
1724,191517.25
1725,240235.66
1726,194936.42
1727,159148.7
1728,169039.69
1729,161593.58
1730,172335.58
1731,135373.98
1732,129532.63
1733,120736.055
1734,125995.21
1735,137952.66
1736,120364.33
1737,398943.16
1738,204769.0
1739,289638.0
1740,208015.89
1741,185407.9
1742,191310.27
1743,179552.12
1744,312300.47
1745,234725.92
1746,267292.47
1747,206076.42
1748,216254.61
1749,159401.1
1750,127979.02
1751,235739.5
1752,120846.13
1753,143885.19
1754,181573.16
1755,170288.94
1756,128292.61
1757,113903.664
1758,152842.56
1759,174874.7
1760,164151.06
1761,134083.06
1762,149263.19
1763,186270.3
1764,112545.59
1765,154727.5
1766,178396.02
1767,242308.05
1768,139153.42
1769,198376.94
1770,147846.2
1771,123019.87
1772,143826.66
1773,144441.78
1774,128848.29
1775,144506.06
1776,116190.63
1777,120560.16
1778,133528.27
1779,111492.52
1780,168592.97
1781,133712.7
1782,96584.81
1783,122553.695
1784,96549.164
1785,121082.664
1786,140853.38
1787,163916.52
1788,54100.652
1789,86931.68
1790,95193.8
1791,194843.39
1792,151611.94
1793,153921.33
1794,151392.83
1795,150537.52
1796,122284.68
1797,118493.81
1798,118149.68
1799,113066.61
1800,115013.46
1801,123211.44
1802,144532.8
1803,155852.83
1804,153428.31
1805,146513.81
1806,129930.06
1807,136271.05
1808,124443.09
1809,123819.086
1810,146340.03
1811,111418.914
1812,115259.64
1813,129684.27
1814,105569.54
1815,54731.31
1816,101312.63
1817,98540.164
1818,145618.03
1819,110057.98
1820,73510.5
1821,122207.37
1822,167113.34
1823,46429.14
1824,128229.23
1825,148047.58
1826,104027.625
1827,117937.26
1828,144963.17
1829,109459.43
1830,170101.12
1831,153568.08
1832,92152.836
1833,126390.37
1834,116680.06
1835,134191.8
1836,128163.53
1837,100858.69
1838,134185.72
1839,84467.68
1840,166744.16
1841,150120.7
1842,88937.53
1843,124101.14
1844,132755.28
1845,144127.84
1846,156701.45
1847,165864.98
1848,66474.445
1849,115884.37
1850,120563.3
1851,168332.45
1852,128361.45
1853,129141.125
1854,184061.14
1855,153099.81
1856,222527.48
1857,147650.25
1858,122435.625
1859,120898.79
1860,140330.53
1861,120898.79
1862,311309.03
1863,291933.03
1864,291933.03
1865,366787.28
1866,323264.34
1867,257408.25
1868,323227.7
1869,207163.38
1870,279203.47
1871,239174.81
1872,167121.02
1873,219230.4
1874,133554.6
1875,209699.02
1876,193987.44
1877,199472.62
1878,193987.22
1879,133425.64
1880,135265.34
1881,224223.62
1882,270391.66
1883,202035.33
1884,208319.81
1885,258499.1
1886,312265.4
1887,215467.78
1888,321031.5
1889,157463.97
1890,138277.73
1891,142939.77
1892,115014.45
1893,138104.06
1894,123697.086
1895,148103.25
1896,130828.95
1897,127620.21
1898,112927.5
1899,149207.05
1900,160473.44
1901,169172.31
1902,133988.98
1903,210875.6
1904,132939.1
1905,188421.48
1906,142551.83
1907,210375.25
1908,117485.484
1909,133556.83
1910,126874.766
1911,209425.53
1912,272903.34
1913,139699.47
1914,73300.234
1915,341166.56
1916,79097.125
1917,265038.78
1918,135845.27
1919,164720.34
1920,122929.45
1921,439852.34
1922,323768.3
1923,226689.23
1924,212048.22
1925,216565.2
1926,417713.7
1927,141190.39
1928,171401.0
1929,135293.58
1930,115729.04
1931,147624.31
1932,122164.59
1933,204541.25
1934,187677.44
1935,174666.08
1936,187380.83
1937,177593.61
1938,168120.6
1939,238708.7
1940,209001.67
1941,172633.55
1942,189461.53
1943,189263.08
1944,304370.66
1945,395951.66
1946,173142.67
1947,297977.22
1948,153615.81
1949,240960.08
1950,178042.19
1951,283968.56
1952,251380.14
1953,169551.0
1954,210724.55
1955,128777.43
1956,316808.0
1957,158707.31
1958,326815.28
1959,134026.72
1960,116403.445
1961,123830.51
1962,106844.695
1963,104945.85
1964,115233.766
1965,158903.34
1966,155390.92
1967,294231.66
1968,351111.72
1969,417785.84
1970,427371.4
1971,435400.22
1972,371076.12
1973,260131.69
1974,313772.66
1975,431391.06
1976,287766.62
1977,335231.1
1978,425008.94
1979,315876.34
1980,202114.23
1981,333269.4
1982,235953.33
1983,225987.64
1984,164642.75
1985,222128.83
1986,199636.98
1987,169323.0
1988,173182.14
1989,194034.11
1990,227266.52
1991,264937.8
1992,209551.88
1993,163559.95
1994,256165.66
1995,187093.61
1996,206252.39
1997,319111.0
1998,366887.97
1999,247776.45
2000,293687.84
2001,262710.3
2002,248527.3
2003,239272.05
2004,289954.6
2005,238077.6
2006,240598.75
2007,253674.28
2008,216645.7
2009,194727.0
2010,201900.16
2011,150629.94
2012,187702.98
2013,187493.12
2014,187525.75
2015,204633.03
2016,206305.9
2017,202494.6
2018,119631.98
2019,131469.34
2020,125427.21
2021,118863.99
2022,168591.6
2023,134593.05
2024,224577.6
2025,318569.94
2026,170215.69
2027,169102.08
2028,150259.14
2029,187926.78
2030,275553.56
2031,278174.88
2032,303884.44
2033,266819.38
2034,166651.42
2035,210918.1
2036,186122.77
2037,188081.25
2038,274993.5
2039,207852.19
2040,308602.75
2041,283037.34
2042,211763.9
2043,169259.4
2044,159364.2
2045,239865.64
2046,130712.85
2047,149993.83
2048,137764.56
2049,132942.05
2050,186246.28
2051,107257.46
2052,127727.66
2053,145843.66
2054,96340.11
2055,162091.94
2056,116053.25
2057,122516.66
2058,251610.06
2059,130384.01
2060,158025.08
2061,169183.52
2062,134254.81
2063,102977.46
2064,141021.02
2065,119491.086
2066,181964.03
2067,118537.1
2068,125034.85
2069,77708.94
2070,121380.86
2071,91390.72
2072,138928.27
2073,139543.17
2074,183040.05
2075,154979.23
2076,112306.1
2077,140059.55
2078,132503.52
2079,129876.45
2080,111867.35
2081,124570.79
2082,100622.484
2083,133972.48
2084,109917.86
2085,129056.375
2086,112282.43
2087,117483.555
2088,104783.77
2089,88978.016
2090,140480.0
2091,119882.97
2092,129192.14
2093,119606.67
2094,122043.9
2095,160286.72
2096,79760.2
2097,101325.3
2098,157271.36
2099,72916.53
2100,89855.555
2101,129987.77
2102,125314.58
2103,103050.5
2104,117844.82
2105,130636.31
2106,81041.04
2107,253366.38
2108,117205.85
2109,129808.375
2110,151805.47
2111,156575.56
2112,126826.55
2113,122492.4
2114,100213.375
2115,167427.12
2116,131581.27
2117,152107.39
2118,116228.95
2119,103666.91
2120,115885.02
2121,106154.13
2122,110206.0
2123,82170.69
2124,149635.62
2125,121468.266
2126,168136.02
2127,166183.38
2128,145706.14
2129,99812.766
2130,144473.48
2131,161680.45
2132,128976.266
2133,120529.92
